content,sentiment
my apple-mouse doesn't work on my shiny red coffee table...,worry
Learned a lesson the hard way. Lost my USB stick and backup was a month old,worry
it's almost june and i'm bundled up because of this nasty ass weather! i just want to lay in the sun on the patio near the roses,worry
@HubUK wow thats impressive! luckily im not in rush but i feel for friends who aren't getting any younger but cant move house  tricky,worry
"@tommcfly My eyes are starting to hurt. So late. But must reach 200 updates due to tweets sent to youuuu! Philippines tour, pleeease?",worry
MY CAR IS ALMOST DEFINATELY GOING TO BE WRITTEN OFF! THE GARAGE RANG AND SAID THE WORK WILL COST 3K AND ITS UP TO THE INSURANCE CO,worry
"@JaredDouglas i'm still awake, coulnd't go back to sleep",worry
"Sitting at work, waiting for this day to be over with. It is always Fridays that take forever. Wish the weekend would get here already.",worry
"@natdcook hey you, honey bear! Don't goooooooo  puhleeezeee..",worry
@kevinwilliams yeah I guess so  it makes me very sad though becase the disc is scratched!,worry
got woken up early AGAIN  I kinda wana just chill today but there's so much to do!,worry
has toothache,worry
Feeling sick at stomach today,worry
I woke up this morning thinking it is Saturday,worry
@KMON3Y LOL well these girls didnt!!! And my girl made me tip the lady and she put her boobies in my face,worry
i am Marina and i sware to God i'll never again end up studying French till 2 o'clock at night EVER AGAIN...too much drama...sooo sleepy,worry
@JackieKessler  sad face.,worry
5 hours to go and no football again for me,worry
i need some serious cheering up,worry
"@KingsOfLeon_Grl very excited, although her train is going to be delayed",worry
sad day*Lakers please make me happy with a W,worry
"No school, again. This time cuz im sick.",worry
I need a bigger mp3 player... even if it pains me to say it,worry
@humbug83 Aaaaw no!  Are the windows open and that?,worry
@vegangirlzrock I finally figured it out! I felt bad canc. group but  just wanted to take meds and do nothing. Back still hurts  .,worry
is super stressed!,worry
is sad to go to work cuz it's TermiNeda's last day...and little monkey's last day too,worry
Rickroll'd by iTunes on shuffle,worry
My student just walked in balling.  She just witnessed her dog getting hit on the street.  I don't know what to do to cheer her up.,worry
missing him so much. why does he have to work  can't he just spend time with me and get paid for that lol,worry
"waiting for minami, then london and cobra. i'm going to miss her loads",worry
i just want my car back.,worry
@MelanieDawn Forgot about the traffic  Heading to Foxford in Mayo and the lovely Pontoon tomorrow,worry
"Woke up.. Walked out of my room, and a bug flew in my eye",worry
And I wanted us to leave at 12:45 to do a 1 p.m. showing (staff retreat mini),worry
Turned my alarm off this morning because I thought it was Saturday. Had to rush to get ready for work because its def not Saturday   #FAIL,worry
My puppys not feeling so good today,worry
Has anyone else woken up one day and felt like they acquired near sightedness over night?  Everything is blurry all of a sudden.,worry
"@MargaretEnright YES!! I made the sign when i noticed it missing on Sunday! So far, no luck... It's now Unlucky Japanese Cat...",worry
that just sucks!,worry
is it normal for a masseusse to fully massage your buttocks? I swear she was a quarter inch from a medical exam..,worry
@athoob the lens was 70mm  I couldn't,worry
Got an appt. w/ the doctor at 4pm today to look at these &quot;bites&quot;. Hoping it isn't an infection. I need more powerful anti-itch cream.,worry
Didn't sleep good last night. Woke up with another bellyache  what's wrong with meeeeeee.,worry
"Ouch, my back. Man I'm sick",worry
No theatre next year  stupid schedules!,worry
@MaXXXimumMyra I am lost. Please help me find a good home.,worry
My shirt is a fuzz magnet today and I feel totally uncomfortable,worry
Art History Quiz...  I didn't study,worry
"@CharPower  I gave up cable in these tough economic times.  it was either cable or shoes, and you know what cable lost",worry
@ameliapontes getting there sat afternoon I think. No costume yet  womp wompppppp,worry
@Petrolhead159 Unfortunately I didn't see any of that spreading of poo,worry
"Woo, Hulu Desktop! My poor Mac is kinda struggling with it though, poor little Core Duo just can't keep up",worry
why are matters of the heart so complicated?,worry
"Words can barely describe how shitty I feel this morning. Work, then driving to Madison to play Discotech. Driving alone",worry
@elizabite  I'm so sorry.  I don't understand why some people expect everyone to react to these things with the same &quot;poise&quot; as themselves,worry
@carolkoh Sorry to hear that Carol.,worry
@CheeHsien IT WAS JAM ALL OVER THE ISLAND! Till I'm havin migraine now!,worry
I've gotten a cold every time I've flown somewhere 6+ hrs away in the past year.  Hope to be back in the pool/on the bike next week.,worry
@craftyasparagus And.. it's raining here,worry
@EFCuttin so where r u spinning now that the Hookah is R.I.P.?,worry
@socilover awww...busy day for you then! I have to get my Big Mac ass outta here...Work beckons  I'll talk to you later.,worry
"@gonepie thats what doting husbands are for LOL!!  I hope that once my braces go on, I can eat normally again",worry
Have a slight headache,worry
"@zzwhitejd did you decide it is a sprain? mine has been bothering me again, but never had it checked out",worry
stuck at home b/c my mom is sick and we haz not moniez,worry
@crapsticks how do i make it better after being robbed of 1m.,worry
@mikebugout Nooooo!  Working this weekend,worry
one of my cat's is sick,worry
I'm so disgusted that my assumptions regarding what happened in Harlem last night were 100% correct without reading the story first.,worry
@AshyLBowz - OH FOA REAL.? I DIDNT REALLY KEEP UP WITH WHAT WAS GOING ON. TOO MANY DIFF STORYS N STUFF HEY.  WISH HE NEVA DID IT!,worry
"My poor wife.  I'm laid up for another 6 hours on doctors orders, then can't do much and she is dealing with screaming baby",worry
"dear @LincolnT a)stop snoring and b) move from the middle of the bed, please.",worry
Moving makes me sore.  Dunno if we are gonna make it!   Its getting close!,worry
"now i am doing the MicroEconomics project  ihate this subject &amp; beside that i have the english ILETS exam tomorrow, waaa ,HELP !!",worry
my shoes hurt my feet,worry
Loving the warm weather... but can we get some rain please?! my water bill is going to be bad,worry
@linkdupont yeah  That was bad....,worry
"I hate having to put my toddler in a disposable, but her rash needs ointment. I hate her having a rash even worse.",worry
"..Get Over On His Mom &amp; Now I Feel Horrible, He Must Think I am.  That's Not What I Meant. Just Thought It'd Be Better Than The Brunt.",worry
@AraTheCoach. Really I look like a boy!!! I need someone to do my hair!,worry
14 more days with slow internet,worry
@tommcfly Will we be seeing McFly in the Philippines soon?,worry
Tired with a headache  me no like sunshine,worry
died again in KP  .. gonna upgrade some of my spells now first before heading back there... #eq2,worry
"YM, meebo &amp; ebuddy really hate us  @kuhrabbyPATTY @whatsuppp @ashpolicarpio @cheyennelaxa @piaatrinidad",worry
I'm going to miss the seniors so much!  Don't goo!,worry
Poor Nicole just absolutely DESTROYED her cell phone,worry
"I was on time three shifts in a row.  but I woke up at 840 and work's at 9. five minutes late, ugh! -_-",worry
@djknucklehead im listening to people saying eww at out current frog disection  poor froggy.,worry
I REALLY  should have gone to the Chiropractor this week . . And today  my neck hurts so bad,worry
.. these holidays are soo boring..,worry
Is wondering if my ankle will ever stop hurting,worry
I guess this is soul searching time for me since I'm home alone &amp; no one's talking to me,worry
"This really hurts. And this really sucks. I don't know what I can do to fix all this, seriously.",worry
I forgot to put on sunblock before getting in the car,worry
@waynooooo I always hope they will die out but then i see the the old ones and it makes me sad,worry
I didn't go to the gym today and I feel bad,worry
i guessed my leg havent healed from the old injuries  but i can still run though and kick ball! haha. but will sometimes fell a sharp pain,worry
PayPal hates me.  It refuses to let me verify my account.,worry
has at least 30 bug bites on her legs,worry
the commies at their finest: youtube and blogger are blocked in china. no updates from us while we are in china.  but GREAT WALL CONQUERED,worry
@MGGubler Sounds painful   Sorry you got hurt.. And may I ask how this happen?,worry
@frenchiep Hi frenchie *-* i'll do that...later  :p,worry
@kdc well there go my peace corps prospects.,worry
@Lipstick_kiss I can't find it on YouTube   only the concert versions....HELP!!!,worry
Forgot how much i hate pizza delivery and manalapan and marlboro scum,worry
I think I might like Twiterfon better than Tweetie now. Recent upgrades from Twiterfon have been great! None from Tweetie,worry
@brookstuh am I not good enough,worry
Michael Porter is haunting me again. Ugh. The five forces. But I don't remember the other 9 strategies for competitive advantage.,worry
@Jonin60seconds tried to edit the page but couldn't add my name  can you pop me on the list please!,worry
@kathypak  that's not good,worry
@Jerome117 that and being so careless with her vocals.,worry
Irritated that I can send emails but not receive them!,worry
My head's THUMPING.,worry
"I hate Fallout 3 it keeps making me jump, I'm also low on health, money, ammo and food  don't worry I'll get through it.",worry
@ll217 its true...i can never be like @CDO_Bambu never,worry
sad day... told my students this is my last year here... a lot of crying since..,worry
"Slovakian country side is a refreshing change compared to tarmac and cars, but I am a city boy and need the tarmac",worry
@penbleth Don't leave forever! We'll miss you too much,worry
"I thought I was safe from the INJECTIONS today, only to find out my Mom will be the one who'll inject me with vaccine. HELP!",worry
"According to @momsrising, a quarter of families under six live in poverty.",worry
@badlady Think of the prize at the end. So sorry to hear that though.,worry
Don't you just hate when you are craving something to eat and then you go get it and end up DISAPPOINTED? Ugh.....,worry
@lauralalahh I'm so sorry!! I hope she's ok  xxx,worry
"I'm always a little sad to see followers I really like, decide to unfollow me.",worry
ARCHIE ANDREWS WHAT WERE YOU THINKING?! veronica?,worry
Have hardly worked out in the last two weeks but am losing weight.  Fear I'm losing muscle!!  Just made doc. appt. for injured foot,worry
I just saw a load of ambulances &amp; police cars &amp; a car smashed up with a roof lying in the road.  :&quot;(  that's 1 man dead 4 sure.    .,worry
"According to @momsrising, a quarter of families with children under six live in poverty.",worry
@jimmiefisher i'm having a hard time using hulu  have u heard of anyone having problems that uses windows vista?,worry
@inoverflow I need to cancel my appt for 1 have to be home from1-5 for washing machine repair man can I do on the am? So sorry,worry
@JeanetteBern Sorry JJ i missed that post  I'll make sure do so next time.,worry
half my class just called me retarded it hurt for real,worry
Yay playing a show tonight! Boo it's gonna soggy and I'm at work right before playing,worry
RIP Omar Edwards - Killed by friendly fire in NYC   http://bit.ly/jrM6v,worry
i know im wrong .. just give me one more chance   sEnti .. :],worry
@aidadoll LMAAAOOOOO that is horrible. Poor thing,worry
"@DermotCarmody cheers mate, still getting over Wednesday  You ok? You should be, you are an incredibly wealthy man",worry
hateeee history of rock!,worry
hand hurts,worry
Kinda bummed that I'm gonna miss @mrosenbaum711's return to BG. Now I'll never know what it's like to make love to @james_gunn.,worry
@handlewithcare Awww mate. that's such a shitter,worry
@JamAndHoney and it never arrived. have to wait until Monday now,worry
Ugh I'm so sleepy  I think I'm still kinda sick,worry
Venus Williams is having a horrible day at the office,worry
Wasabi is recovering from surgery  http://apps.facebook.com/dogbook/profile/view/6121231,worry
"Waiting for the sun to come back! School called, Joey has a sore throat  I WANT SUMMER!! ..off to make some lunch. LOVE TO ALLLLLLLLLLLLL!",worry
Oh boy this is going to be a loooooong day,worry
"1 more goal, Gila!! But his last game is against milan. Dillematic 4 me",worry
Guess I'll be running in a little bit. Accidentally fell asleep,worry
@IconsRobg My Denny's shut down in the winter.  I have to do 50 miles to get to one now.,worry
"So yeah, things aren't going so well for me. I'm getting to feel like I haven't felt in a long, long time.",worry
"getting ready, waiting for cor, picking up josh, movies &amp; out to dinner - then trailer perhaps? baccck to work tomorrow",worry
forgot my lunch and no one else is ordering stuff  boooooo!,worry
Hmm... the new sports catalog and card jitsu updates are not appearing for me,worry
"Soo tired, couldn't get enough sleep",worry
"On the monday, so i wont be able to be with you!  i love you",worry
Going home... with sore #eyes,worry
@SheGotItSheBadd i've been up most of what normal ppl consider the night.  no problem going to sleep but nightmares been waking me up.,worry
"the day i was planing on doing my work, i havent ...... i leave everything to the last minuet ...",worry
one of the estate agents next door just caught me singing along to wham,worry
"@nickcres ive tried to, and nothing has worked. i dont think he's all that bothered *sigh*",worry
@THE_WOCKEEZ i wish i can go. But i'm not in US,worry
@chriss_yst so u are very burnt  sorry back or front burnt?,worry
"@AFCEAHelen If I end up working in DC, GMU is on my &quot;short list&quot; for Masters No. 2. Started Sys Eng program in the 90's; never finished.",worry
Trying to get some work done not too happy about work situation,worry
Sitting on the decking reading psychology notes with my ipod and my dog. It's far too warm,worry
"@northernpest DID YOU GO? was it good, i was in center parcs  who else went!? xxxxxxx",worry
UNC budget  cuts may rise to 18%   http://tinyurl.com/mdm5tp,worry
I killed my dill plant again. Why does this happen with dill? It is doing great then suddenly it's dead. http://tinyurl.com/mlh4f5,worry
"Traded her iPod for my brother`s cellphone. My phone died, e",worry
It's 82 degrees and gorgeous out.. And I'm stuck in the library because I have a midterm in 2 hours.. so lame!!,worry
Sad to be leaving so soon,worry
I feel like shit cause I couldnt sleep last night and went to sleep at 320 n bk up at 6  soooo tired!!!,worry
"@PochaccoYoly well, I took it in early '00, graduated in '01. we were the final stage guinea pigs  it seriously is a waste of time.",worry
fuck awake at 2 am !  i hate sickness,worry
Pulled in all directions and not knowing where to go,worry
Having real bad headache..,worry
@KillzoneDotCom WHY?,worry
Fuccin bacc hurts now. Just dragged the long blocc on a piece of wood. From the corner to in my garage.,worry
@JaneHungOz hope the presentation went well today?! tweet me if yr on campus tomorrow - I'll be around from lunch time onwards,worry
@Running5k2day Oh no! Hope it's not as bad as it sounds!,worry
Just found out my Abuelo in Aguadilla is not doing well,worry
Trying to get this swimmer's ear to go away!!,worry
Exams are kinda near. Just a week more. 2 Projects yet to be submitted  and almost failing in one of the subjects. May ALLAH save me,worry
OMG IM IN SUCH A BAD MOOD 2DAY   wats ppl doin2nite?,worry
last school day tomorrow! it was the funnest day ever. BUt also really sad  Righ ow I'm getting ready to go to Moab with Phil!!!,worry
"@ryan_price Oi, I ran into the problem too  not a good fix, but there's an app in utilities called &quot;Grab&quot; that works good enough...",worry
@lamborghinibow u were doing good with the replys now u fallin off sad face,worry
@conorp its so sad! i wish i could stay longer! It the last time ill see you tonight  better not wear my make up!,worry
UGH! I have GOT TO STOP biting my nails  grrrrr,worry
at the redi med. getting checked for strep throat.,worry
i'm soooo tired i have to study for all of my subjects ..... history is gonna be SO hard!!!! &gt;.&lt; help me!,worry
@IamABoogs oh plzzzzz u never had time for me!!!,worry
FML. I hate CSS SO BAD. I can't find an lj layout that has everything I want.,worry
in class sick and hungry,worry
@RainbowAnne OMG what posts were deleted? So annoyed I can't go on forum at work!,worry
i got a replacement phone and now all my text messages and call history are gone.  I am sad.,worry
@wowinsider no    I kind of miss my first main.   Male Tauren Shaman named Icewater stuck at 61.  Maybe I'll fetch him one day.,worry
@meinj Can't do tonight - could kill a pint though. Another day...,worry
Decaf isn't cutting it right now.  ? http://blip.fm/~79g85,worry
"@PeterPolaco I'm guessing the belt thing is a no-go since I didn't hear back..Sorry  Stop by this weekend, we'll talk bout the ring, etc.",worry
weather is making me gloomy,worry
lamentablemente paso  #jrztwitterlunch,worry
"it's so slow, and I want to go home already",worry
i'm worried because something bad happened today and i don't know what's gonna happen next.,worry
45Th st pub anyone tonight? Dont want to be a lonely drunk tonight,worry
is hurt and upset and trying to smile when i feel broken inside,worry
The time is not my friend today,worry
@MustBeBenHughes hahah! sadly there is no current activity though in the room,worry
"Went to get dog from vets, theyve stitched her ear, charged us for it but she still bleeds like a waterfall everytime she moves. D: WHY!",worry
Just found out I have to leave my lovely flat!! And been waiting 2.5 hours for a plumber. Still no job news.  Not a good day,worry
"@BillyBush um, I think what I will miss the most is.. JAY LENO!!!!!!!!",worry
Ive totally not got that job  i can just tell.,worry
why is it so fucking cold ??!,worry
@MishDance i miss your dance friends too.,worry
@HelenGoytizolo kayla &amp; I went to go visit you but they wouldn't let us in school!,worry
My hair dresser passed away yesterday from breast cancer  She was the greatest hair dresser I'd ever been to!,worry
getting ready to go to IKEA. All alone cuz no one will go with me,worry
@tommcfly I don't know what to write anymore! My mind must be tired. It's past midnight here already. Do a tour in the Philippines?,worry
I do not feel good,worry
Cat is anxiously watching wild turkeys in my back yard....I think they have their eyes on my bunny rabbit,worry
@ME215 I know it's just a sprain. It's a repetitive injury for me.,worry
@geekgirl444 apparently so!  I'm falling apart in front of my eyes,worry
"such beautiful weather.. .why are u sick, baby ?  @ tanapolis",worry
"This Wired article should have mentioned R, but didn't  http://tr.im/mNON #rstats",worry
"@majcher I have been run down all week, going to bed around 8:30 each night because of my allergies. It is miserable.",worry
.@petraeujane Too bad they never made it over here during the last ten years,worry
@Oblivion I know! I miss her...,worry
asks: did anyone possibly get a photo of me receiving my diploma? Dad's camera died right at that moment.,worry
Huffy is not having a good day night or life. Poor baby,worry
Drunkduck misspelled &quot;Buinne&quot; for the announcement of the twenty-fifth page. I'm very sad.,worry
@africanewtonxx oh my god. i can't do the end of the dance  *sob*,worry
"Has been listening to 2 nine yr olds, murdering hannah montanna on disney sing it.. Bring on the headache tablets!!",worry
@aftashok    i dont forget yall...i dont think im lowkey..i think i spend a lot of time on here actually..sometimes too much,worry
I can't stop crying......I can't live like this.,worry
@yashved_2890 Nt able to follow anyone  friendorfollow.com here i come!!! #itsucks,worry
@laylakayleigh i miss music on mtv!,worry
I'm sad to have lost another person close to me to cancer,worry
@jane_l I blame you for 1/2 price Fridays replacing Free Book Fridays. They don't want you doing #rrtheatre anymore.,worry
Back is SORE... should not have done that jump last night,worry
@johannabee I hope it's something relatively minor and easy to heal. I can't stand it when the furbabies get sick.,worry
@MissMelody in my opinion one gray hair is one too many... I have way too many as well,worry
Just got laid off  stupid economy!,worry
@Mister_SEX I do!  I'll probably get fired if I do though,worry
he killed everyone for nothing. :o  :-ss,worry
@jenberesford So sorry to hear about your mom! that really sucks,worry
"@SuperGinge Inorite, humid as well",worry
"@mileycyrus I think i have same disorder, stay up al night 4 no reason n sleep al day !!  SUUUKS",worry
"can't wait to get his hands on his new blackberry, this one is dying on me",worry
Searching apartments in Kaohsiung. Will go seeing the apartments on next Tuesday. Haven't found a good one with reasonable rent...,worry
@IvanaE grrrrrrrrrrrrrr ive barely read any of it,worry
"Gone up to 8mm on my plug. Help, this is where I said I'd go maximum and I still want to stretch it more...",worry
gosh im bored. its early..n i wanna go..to sleeeepp why am i at work?  *kay&lt;3*,worry
no more twitter in a while   .. tweet tweet,worry
@mommymbd nope anthony wrecked his car i have to help him get it running,worry
Can't believe this Shit! I've spend 30 minutes for for a snickers ice cream... Seems like no one does then anymore!,worry
@brewstermax true but if I don't put a case on it I'll break it in a week.  don't worry ill find a way to make it work.,worry
Will you guy's keep voting for her and ask u'r followers to help to. Only 4days left before competitions close.,worry
My throat is killing me,worry
@_YoureMyHeroine :'( i really know how you feelin. i wish i could hug you,worry
Roasting to most probably death,worry
ger my foot is killing me and i miss my matthew,worry
@violetph  Gods sake it isn't even your birthday yet  i need a cool job like that.,worry
It's too hot.  I don't like it.,worry
Ugh worried about my math test,worry
I wish the weather would be slightly less rainy so I could use the hot tub.,worry
*meow* a week ago today @sevilla90 was here and we were road trippin,worry
@Cinderell4 i don't like to see you like this...  there must be something to make you smile...,worry
@dfarver76 Good BUT it's supposed to storm later,worry
I want some sushi today,worry
@CarmelaMarie I'm okay. Ima go to the park and play some ball. Not in the best of moods. Got stress to relieve.,worry
Had to take my bad ass dog to the pet hotel....so sad,worry
"chilling on the sofa, I hate vaccinations, I feel sooo ill",worry
lost my game  by 3 POINTS!!!!!,worry
just got back from my exam... im surely gonna fail...now trying 2 get tickets 4 il divo! someone doesnt want us 2b there!!!,worry
I'm taking a twitter break. Cell is dying,worry
my little booboo is sick,worry
@dulcedementia   poor Stuart...    I was wondering where he was!  Moving day today!I expect a welcome cake or case neighbor .... hehehe,worry
taking sad to a whole new level,worry
i think my ipod is sick  it doesn't want to connect to any wi-fi . . .,worry
I'm feeling nauseous.,worry
#ivealwayswantedtosay Sorry to his wife also for moonying her...she was a lovely lady and it was a dare...she did not deserve that!,worry
"not feelin 2 well  im not sick, jus feel like blah... (especially my stomach) anotha 7 hours 2 go, but workday is so far so good.",worry
@vivek1209    Whn r u goin to Europe?,worry
Oh snap!  Just broke my windshield while replacing my wiper blades.,worry
Phooey!  They've planned CAMPING for my class reunion. I. Hate. Camping. ...and being the only single girl left from my graduating class.,worry
@AsMooNy ta3ally ma3ahaa w e83idy sa5neeha ly 6ool el 6ireee8  astaaahil wla :-p &lt;&lt;&lt; kfff looool wallah thx bard w 7ar ahm shy 8ahwaaa =|,worry
@stacey79 that sucks - I'm still hungry and sucked down my food.,worry
"i thought follow friday was about gaining new friends, not losing them.",worry
sunniest week for ages....and exams,worry
I don't think the coffee at work agreed with my tummy,worry
if officially done with high school....  so sad... i miss them already! movie later???,worry
I know I'm already a week behind on FF. Will TRY to get one done today! Called into work 2hrs early due to problems so will be a busy day,worry
@Renee3 Oh no!! I hope it's not bad,worry
@kedge0417 is work next door sucking again,worry
waiting to go to 4th period to get the final over with. omgg im sooo gonna fail,worry
Anxious for my dance recital tonorrow at UP :/ Groove Central will be miiiiissed  Coach Mycs! Loveyouuuu!,worry
*sad face* project-m keeps crashing my itunes,worry
i look like crap right now  im very fucking moody to  *Shooting Star*,worry
I need to get it together before Ricky gets home. He is not going to be pleased about me breaking up this damn bathroom,worry
@MyNC I was wondering....   Have a GREAT weekend!,worry
@Marianna26 hey mar! i miss you also ( yeah  but i gotta find a stupidstupid school (,worry
@ahaulil I have a bird living with me.  So I have to find other ways to kill these damn things beside the exterminator.   #vegas it sucks,worry
@Stubinho you said you fucked up your nose!,worry
i'll do follow friday a little later on...i'm busy taking over this lady's job.,worry
"So sorry if i've been typing wrongly. usually, after i've typed something, i wont read. i'll just press the 'enter' button",worry
I'm really not feeling today...soooo much work to do and I have a soar throat  gosh,worry
My teeth and my eye hurt   someone make them feel better,worry
Chauncey is giving his last sac speech...,worry
@Metal0520 I haven't talked to you since the last day of school!  that's no right.,worry
@jessnextdoor aww...  try to rest na lang muna... ^^,worry
i am waaayyyy hungry!  oh fyi my work email is down again BLAH!,worry
@backstreetboys  totally missed the chatroom. I'm so lame,worry
@GoodGreenTea Its been a fun afternoon for me trying though....BBQ's out now though...feeling a bit sick,worry
sinus headaches suck big time!,worry
(@gbsinkers) Oh snap!  Just broke my windshield while replacing my wiper blades.,worry
Damn being broke on the day Guitar Hero Metallica comes out!  Boooooooo,worry
how come when i straighten my hair it has to sprinkle,worry
Dang i didnt even remember it was my bday today,worry
"@AlfieJG I don't think I am, my sisters refusn to get me a ticket now.  what you doing next week?",worry
I can't eat a hot pocket anymore without thinking about Jim Gaffigan,worry
"How would we get thousand battlegrounds  #battleground, I mean we don't even know how could we reach which number to make it trending tpc",worry
Truly sad... My cheap little camcorder just shot craps.....,worry
I hate only having 1gb ram to use as host and 1gb for Virtual Machine  Sucks so much,worry
Why are you hiding behind the clouds mr. Sun,worry
GOD SCHOOL IS GOING TO SUCK ASS NEXT YEAR!,worry
"6:29 pm - ok, let's go now through #bowman #strategicClock but first.. a break :-0 aargh.. tired",worry
@RachellT342 ugh... I know the economy is depressing...,worry
"@herecomesdomzi and what about me, huh? I'm crying. Did U forget me?",worry
Thinks my &quot;not girlfriend&quot; needs to not be a douchebag right now...  i'm not in the mood to feel neglected,worry
"has spent the last two weeks attempting to grow a beard (from scratch), but fears it may look a bit rubbish...  http://twitpic.com/66tyb",worry
"@CursedChimera; Re: Home - that's exactly what I meant... home in D-town. ;) Also, re: computer... uh... I brokt it...",worry
@TylerAlyse SAC won't offer fundamentals of math 2 for teachers in summer one  booo. I miss SAC!,worry
"@JekNexus Oooommmmggg, you probs will, too busy to slay properly for a while  Hopefully I'll stay ahead doing 1 task a week!",worry
"@KevynPM Ian and I are going to a matinee tomorrow, or that's the plan at least...it's going to be too expensive for 3d at night",worry
My dog is suffering from abandonment issues. She thinks I'm moving without her.,worry
"Tum is very unhappy this morning (&amp; it's definitely not a hangover, either). I'd call in sick to work except Heidi needs a ride home.",worry
Bus stuck in traffic; gonna be late,worry
"feeling better, still coughing. : / not moving on yet. its impossible.",worry
"I swear, now my dog is having anxiety issues.",worry
I burnt my finger on the toaster,worry
http://twitpic.com/66u67 after the shot calmin down!,worry
I did.'t Get tht.,worry
"@_Tanyya :O  awww leave off, shes ace! Shes one of my fav actresses!",worry
"sickkk, it's been two days since summer started and it suck already!",worry
Ever been to a restaurant with over 200 items on the menu?  Lunch decision shouldn't be this hard,worry
"@jenmussari my internet in like 9th grade was so fast, its dieing out",worry
@diamondhead94 oh the noon? I don't know if I can make that one...I only get 30 min for lunch,worry
@denise_richards sorry to be the bearer of bad news.,worry
"Walking the puppies downtown. Also, mystery of missing cat solved: he  locked himself in basement for nearly two days.",worry
@tommcfly I'm starting to get really dizzy. Do a tour in the Philippines?  So we'd feel the bliss of knowing our efforts were worth it!,worry
im so stressed out.  will anything get any better *sigh*,worry
"#3wordsaftersex  Ow, rug burns",worry
Is getting upset at work cus bindz and j are being bullies  and they won't let me go duty free shopping!,worry
omg. .please jonas brothers add an extra date in dublin in november! i tried 2 get tickets but dey were sold out.,worry
@rammohanr Yea...looks like it is...sorry abt nt gettin in touch..was hectic,worry
I think at this rate.. Ill be in class until 4... Sigh.,worry
@THEBFOUNDATION NOOOOOOO!!!!!!!!!!!!! why in july? im gonna be back home  NOOOOOOOOOOO!!!!!!!!!,worry
@belfair_rocks I WISH he could fix this dang thing!!!,worry
So cold in here!  getting the chill,worry
it makes me sad when people phones are sick,worry
"@kayleeperry look at what i said to....someone. actually dont. no, do it. dont. yes. no.yes. no. UGH i dont know.",worry
@fish134 miss you,worry
why do I always wake up ONE minute before my alarm is scheduled to go off??,worry
Okay so I'm dedicating my 300th tweet to the fact that I'm going to the Apple store because there is a HUGE crack on the glass screen!,worry
@michaelmphysics YES. i am thinking of staying in the office until it's slightly less RIDICULOUSLY HOT,worry
ive burned like a ginger kid in the sun. now my arms are red,worry
"Happy Birthday to meeeee!! Excited to go out tonight, but I'm gonna miss my girl",worry
my twitter says it needs a break  i'll be back in a bit (capacity??),worry
back to work tomoo  day 1 of 5 it will bee.,worry
Feeling so low and depressed that I'm not on holiday,worry
"@IzzyJ_Is_Here haha yeah i hate seeing him in pain so i do what I can.. and I send hugs to you too, hun! I hate seeing that youre unhappy",worry
@lets_eat_out,worry
@redhalo_pax Oh man... I'm so sorry to hear that. I hope everything works out,worry
going to check and make sure no more fishies are dead. poor fishies,worry
@Jayde_Nicole I have to close my eyes when I watch it,worry
not eating lunch with my wife like I wanted to,worry
@marcdavies That sucks man  I hope you have a problem-free weekend.,worry
I am doing the  FF wrong!,worry
I'm not ready for my baby to be 3 tomorrow  she is growing so fast....,worry
Not looking forward to this long trip in the morning. I'm sick,worry
I just saw 22nd of June and it make me think of Jenny  I miss her so much  ...,worry
@jamie_oliver ohhhhh i was busy and didn't see this again...,worry
@AmyMonzon LOL freakinggg I worse a lookse shirt and shorts and sandals and it looks like its gonna rain outside  boo yahoo wearther,worry
@michellej They don't let the queer boys donate blood.,worry
@jeremy6d ditching out again?  you will be missed. I wish my ruby boys would represent.,worry
"wants to set up a coffee shop, but he has no money to do it",worry
tweeting from ally court for the last time.... its a sad sad moment,worry
"@CcoK99 I cant take any chances on them being sold out, when they were in ATX  I waited to long.",worry
@gjo26 why am I weird?,worry
"Just came back from watching Terminator Salvation @ Cathay. It's so-so only, not so much action  but I feel sorry for Marcus though.",worry
scratchy scratchy throat. warm fluids needed,worry
"fact is i am a bad cook, those ships weren't cooked, and neither is this chicken",worry
At work but punchy due to two early morning pager events.,worry
I saw the sun..... but then I blink and it was gone,worry
@laurenvdw ahh when i was there it was closed,worry
My cankle is sore.,worry
About to take meds I take that percentage back... feeling worse,worry
"'s throat is killing her... and she's whining, great.",worry
editting crap on here in school is a drag. i give up lol ill do it at home. i wanna go home T-T my vida is so boring right now,worry
@theHUBnyc there is no sale in Botega...,worry
"the neighborhood gas station is gone, kaput, out of business. No more convenient trips for ice or whatevs. over 3 miles now to travel..",worry
@purpleshoe Ahh! normally I would jump at that but i'm manning the office solo today,worry
Last day I'm LA. I am so so sad,worry
"Going home  but when i get home , BLACK BERRY ! WOO HOO  . . . and get to see presten ! &lt;3",worry
getting my hair cut todayyyy! i'm nerrrvous,worry
@FunkeyGurlNo1 I'm going to work.... bummer,worry
"http://twitpic.com/66uor - went on a really long cycle ride with my mum, brothers and my BFF Han today. My bum aches now!!",worry
Feels very ucky today... I need more DEFENSE Vitamin Water because I don't want to be sick no mores,worry
Ugh I can't breathe right today,worry
On my way to Ft. Knox   http://myloc.me/1Zyg,worry
wow the last hour of twittering that I've been doing has yet to be sent over to twitter..  guys bare w me...,worry
Is asking that everyone please join me in praying for my mom she just got home from the ER and has to go see a heart doctor,worry
