content,sentiment
"@IzaArtillero oh, coo; i was suppose to be an intern too!  but dangit, SAT. :| so how's the intern life? haha",love
is excited about tomorrow!!! but i gotta clean the house  CLEAN CLEAN CLEAN AHHHHHHH,love
Just got my heart ripped out  i love you guys,love
Ok so my sister is going camping I'm so mad because i have to work tomorrow      have fun,love
@JYmuzik Wish I was in ATL!!,love
"@getemgirlfriday aw, I hope you feel better!",love
One week until Race for the Cure! Please donate if you're able http://bit.ly/UFR1U and wish me luck on my 5 mile training run tomorrow,love
"Nice, Portland city commissioners vote a raise for city admin employees, while city police and sheriffs offices are having to cut staff.",love
It's a nice day and I stuck inside!!,love
I have just looked the time and it is #BGT in 20mins. I may hibernate for an hour or so.,love
@spencerpratt hey u havent spoken to ur london bff for a while Whats up! wish i can vote  brody's here soon ill tell him 2 vote 4u from me,love
"@tommcfly i miss so much the old animations... i really loved Hercules, from Disney. haha by the way, awesome show yesterday, guys.  Xx",love
http://twitpic.com/677bi - IVA!!!! i already miss yoo my sweet  xx,love
The arrival of cargo Red G5 to Toronto has been postponed til tomorrow afternoon.  gonna miss my lil bro's bday...he's been waiting 4 me!,love
getting my new cellphone on wednesday! the LG Voyager! its soo sweet! i can't wait that long though,love
@wishinghearts oh wow! I have to work on Sunday  but I'm off on Monday if you're still in town!,love
@OohLaLisa oh yes some are quite nice! and my 'photoshop' liep zojuist vast. so now I have to start over painting Rï¿½isï¿½ns glove,love
LOVE getting gifts in the mail from my very wonderful friends back home!! How I miss Myrtle Beach so much... A little homesick today,love
"Noooo my favorite coworker just got a new job, he's doing marc jacobs shows now, not fair! I don't want him 2 go!",love
@DarkGX pffffffffff... it's not a 100% triumph cuz u gone napping  LMAO!!,love
"at work, with a swollen face  thank god it's kohls though. I'm feelin fat. flip flops are about to break annnnd I get my hair done tonight",love
@crystalmarieluv Your Highness...........................crystalmarieDONTluvSpiteAnymore,love
@Katwood30: you get to go home and i have to go to work,love
@voidspace Thanks man.  That sorted it. I only ever remember 222.222,love
@Alexa997 Isnt it only like 3 episodes though? Sad,love
@JuicyFruits88 yeah it is I feel sad tho.,love
@nick_carter Hey Brian Littrell is there!! He doesnt really like this kinda pages rigth?  kisses! I loev you guys!,love
"@miqotu Oh no, that doesn't sound good! better get it checked out.",love
"@ebay_andy Got it, thanks! I mean really, how rude.",love
"@yelyahwilliams Haaaayley, i saw some pictures from the tour, you're so pretty *-* i wanted to see u guys again",love
@stormey09 You meanie! The one time you go to Lux and I wont be there!,love
"@laurenhobeast As much as I loved Texas, my dislike for needles could interfere.",love
eating ice cream and then getting ready for graduation.,love
FUCK! summer school in 3 days... some break,love
"@madlymint And, yes. I &lt;3 mac, if only it weren't so expensive",love
"@descendtorise i cant go on fb. i found out im an alien one morning, and aliens aren't allowed on fb  but YAYY CONGRATSES!! i miss yew tew",love
Dropped off Baby A for her 1st day in the Toddler Room this AM.  She's officially a toddler.  Growing up way too fast,love
@yargman i havent seen you all week,love
looking forward to seeing the relatives... maybe home from Toronto soon,love
"@crystalchappell Have a wonderful weekend at home! Good day today (it's Friday!), but no Otalia today (*tear*)  Lots of love to you!",love
"@RetroRewind Ahh Dave Canada isn't included  That's okay, we still love ya!  Let's get this!",love
@LauraManiscalco  I'll send you the youtube link &lt;3,love
@Alexandria_Lee I loveee and missss my annie!!,love
"@acrossthemoat are you kidding me?! that looks incredible!!! Lay out and swim a lot for me, stuck in the cold NYC",love
if i had one wish it would be for my friend J to not have to work,love
saying goodbye to my parents at the airport.  it was great having them around.,love
Can't sleep rite now because of havin' so much tea!!! 2nite I've just failed the test of my Lpi course   Next week i'll make it better!,love
"the scrubs finale was beautiful, just so so perfect. can't believe they're gonna do another season",love
turning in.  it's been a loooong day.  just got my new US edition Esquire so going to fantasize that I could one day look like Megan Fox.,love
@arian_marie hey girl i'm sorry about your loss. best wishes,love
I'm loving the humidity right now...great for the skin....another love that won't last,love
@lilmickee what dey do homie? I wish it would stop raining already!! Plus my vacay is almost over,love
britains got talent lets gooooooooo...and paige sorry k  haa xxxxx,love
@hollie__ Thanks. It's SO annoying!,love
I Wanna be @ JET in the Mirage...     Couldn't get to Hawaii either   *****Someday***** Much Love To THE_WOCKEEZ and SuperCr3w,love
not going out with them! there is another guy i like and hopefully ill see fatty when i'm in cali in 8 days. if hes not upset with me.,love
@crystalchappell Jealous.. stuck here with Ohio sun  Safe travels...,love
Re-pinging @NUNU_B: Is it pathetic that I .... Or am I just pathetic ?   naw you a cutie,love
got an email from my auntie bout fathers day... mothers day w/seven moms but fathers day will consist of 2 dads    #realitycheck,love
NOOOOOOOOOOOOO! Amanda's cut her hair!  I LOVED her hair !,love
"Had a nice visit last night from a boy with voracious stubble, does anyone know what to do about a raw chin? haha",love
@KTVL I gave up following @KimSherrell - She seems really nice but clutters the hell out of my feed.  It got annoying.,love
@richardepryor You missed me!  lol,love
"@rockinbobyn That movie looks VERY cute, and funny. I never get to go to the movies.",love
@mileycyrus http://twitpic.com/5ut6j - aww  he must be an amazing brother!,love
@OfficialMelB Happy Birthday Mel. We miss you in the UK,love
"Graduation tonight  I'm gonna miss my boys...Mikey, Dustin, Miles, Charlie, Travy, Nicky, John, Jake, all my boys...I love you guys",love
Ahh... I love Chinese music. Haha.  Not gonna see my luff til Thursday...,love
grrh  wii remote dead.. no multiplayer here tonight,love
gosh today sucks! i didnt get my tax returns! im so upset cuz now i have to miss my best friends wedding in washington...lame,love
"90 degrees, gross skies, and thunderstorms...perfect match for my mood  lol",love
Can't wait for this weekend...I need a break,love
@emzyjonas im probs gonna have to wait until it comes out on dvd  x,love
"@charmmydoll I will take pics soon :] Also, I would hang out with you everyday if we lived near each other",love
Mmm someone come havelunch with me,love
"@love_Jamie How are ya, honey? What happend to @LarissaBootz account  ?",love
i'm listening butterfly fly away  daddy i lov u mamma i lov ya,love
"@crpitt    I am sending healthy, healing thoughts in the mumborg's direction.",love
@anrserge addict? Me? Okay I admit I need help  BUT... I have been writing hits big bro. I really really have *smile*,love
"@electra Wow Christa, that's incredibly sweeeet! Me want one 2  !!!  If you get a sec, check out my app for merch asst ... I RULE!  LOL!!!",love
"met a cute girl at mighty taco.I'm ordering(no cheese, no sour cream, etc)&amp; she's like&quot;it's ok, I'm Vegan too!&quot;(insert hot wink)too young",love
@scotlanded It is! Wish there was one in our area.,love
@BugJemm  not for too long I hope x,love
Wow one of the nicest patients I've ever had! He's being deplyod to falouga-Iraq n-week,love
@petsaretalking this kitteh likes going in front... or behind... or to the side...of the box.,love
awww holly  shes so cute! i hope they let her sing again!,love
"dad wants the computer, so I'd best be off  taking my lapity-topity to a mac specialist tomorrow, hopefully they make teh owwie go awayz",love
awwww!  i love simon being bossy &quot;we'll find the time somewhere&quot;,love
@mitchelmusso not good you're not comin close to where i love on tour,love
@gfalcone601 bless her lil socks... think they need to rethink the age thing me,love
@clairemcs i dunno if he saw it  happy birthday girl!,love
http://bit.ly/dIQF3 I hope some day my mom will get this message!,love
I really like Lady GaGa's &quot;Paparazzi&quot;...  #whatshappening,love
sizzling outside. Work inside = double,love
aww bless her  give her a chance ..,love
"@IainLiddle When balancing a chair on my chin in the sixth form common room got nothing but sneers, I hung those balls up for good",love
Awwww holly!  x,love
@djirie  that would mean me babe! but Fcuk it my name @rozoonthego is SUPER FREAKIN COOL! I give myself a pass! HA!,love
@MadisonApril lol haha fresh to death lol ha ha I love and miss u 2 id almost given ï¿½ on u cuz u nvr respond 2me  but u did today! Luv u2,love
@TJSilver Yeah it sucks i tried to ask a Q 2. But they never answered.  But i loved it when joe hugged nick.,love
"hey @mitchelmusso please reply me, i can't call you im from Mexico and i don't know the code  love you",love
Aww I got to see my 1st grade teacher's last day before she retired,love
@ByrnesBabe_09  ii No!  GRR   oooh Aiden Lol   x,love
"@jennifalconer WOW never seen him before , he's bloody awesome , I think bcoz George won last year however could be bad for him  x",love
"@annavzang but if you got hit by a car, who would make such lovely music?",love
@TheEllenShow  I did that to my favorite nail polish,love
Moment over.... fly now in car,love
John at a college thing   staying home all weekend and hanging out with my momma. Sushi tonight &lt;3,love
"@selenagomez Hey selena, i'm your brazilian fan, and i love you so much. you're my inspiration, please, reply me",love
Silly boyfriend forgets his phone charger on his 4 day long trip to Kilkenny and now I can't talk to him and see how his gig went! Poo!,love
Rele doesnt want to leave lfpa.,love
@FTSKirstin shoooot me. my aunt will be home soon and im crying my eyes out,love
@tgrburningbrite SO addicted to colourlovers  Such a time sink!,love
"@miligosa how fun!! I like the beach, but I tend to get really dark fast.",love
"is chilled out tonite, so cannot spew venom or write funny. Seems like these are the only 2 styles she has",love
yay that was good umm reggie perrin next.. oh who cares no1's watching bbc1  lol,love
@ToplessRobot those aren't even the old dolls...they are the new ones that look like sailor moon!,love
"Laura's gone for the weekend, I miss her already!",love
"2.5 years here &amp; left Dell OKC for the last time. And being the geeky girl I am, I waited to cry until I got in my car.  Love you all!",love
@tommcfly can't you write a song without your guitar? i thought you could  look for something to do!,love
@alejandro_jg hahaha i don't owe you anything; now you owe me a red LOL te amo idiot hahaha te veo ahasta el lunes,love
@wamarineangel awwwwww  *hugs*,love
@tommcfly aww bless  haha your cute Tom,love
@TwitMUGSHOT I'm like so upset with you.. haha.. you never told me the 411..,love
@ArchisM @kaushal I'm here I'm here!!! But #twpp is oficially over guys,love
@BrandFancier bitter?  why? *hug* xx,love
is having the last supper with his little angel.,love
@kirash4 Family...friend... It's good for the industry i plan on going into...Far FAR away from Ohio  I hate it here.,love
Omg Hollie Steel in BGT. I felt for her so much  It's not easy singing in front of so many people!,love
@unahealy i want to see you on tour!,love
@VFavors awww mannnn  shoot I wish I could make it to your flight! I'll take vegas..trust!,love
oh greg  i want to hug you.,love
@JessicaHarker !! I miss you too.,love
@johnpapa 4:30 on a Friday and you've already got out the fine china? I want I want I want in on it - still at work.,love
wow i love how we have no headache medicine in this house.,love
@buckhollywood aw it was so sad  shes too cute!,love
am bored out of my skull.  i have got to get a job.  this SUCKS.  i need entertainment. /grumbles,love
"@meldeschene arnold, california.  aka the best place ever...wish you could come with!!!",love
Stressed  I want prom to be perfect for me &amp; my babe and shit aint looking to good right now!,love
i'm gonna miss eddy if we're half the country apart,love
"@mitchelmusso Think you should do a tour in England, we dont got to see any aweomse people !!",love
"@MissKibbles Thanks, thought that may have been the case  chap here doing awful job of Addicted on BGTalent.....",love
@lizzie123x aww sweetie  you could always take a break and read or write something happier that'll make you feel better,love
in edinburgh. just had a chinese yum! better take wee haggis out hes cryin at me   dunno y tho xox,love
"@LittleMissLea HAHAHAHAHAHAHAHAHAHAHAHA I love it!!! No, actually, I have been having mad cravings lately though",love
@melodykid  i wlda seen it wit you! dummyhead.,love
is so glad the weekend is here. Only one more week left of school with my kids.,love
"@Jonasbrothers my favorite song is 'Im standing here but you dont see me, i'd give it all for that to change' i dont know what its called",love
Awwwww  HE JUST WANTS A HUG!!!,love
@BrandFancier oh ok  well im sendin lots of love xxx,love
cant wait to get home. i hate my job,love
"@JonasBrothers MY FAV. SONG IS UH...honestly, its rude for u to make us choose.  lol I love 'em all!",love
"I spent my whole dream cooking a delicious meal, but I woke up before I got to try it",love
im pretty sure i miss watching &quot;Yo Gabba Gabba&quot; with my niece,love
"@dollymix184 Wow, I've officially lost all faith in Britain, looks like our wishes weren't met, sadly",love
@tassilovivaslap ich will auch zur Aftershowparty,love
@Rhea_C hahaha i agree. im s glad Aiden won tonights show and greg should have got the other place,love
@yellowflowers87 aww I don't want u to suffer  it's just Midol isn't working for me. Grrrrr I hate that stuff. But I love you tho.,love
@RetroRewind Something 2 get your attention 2 get Sexify My Love played http://twitpic.com/67i82 What? It worked last time! No $ 2 bribe,love
GREG D: You should have cried too :L You could have got through!!   I still love you Greg. #BGT,love
@looloojoju aww  im ok been stuck on a coach coming back from nans today and its been lovely sunshine too  xx,love
@Jonasbrothers i canï¿½t choose one  i love all the songs on LV&amp;TT;bt if u like... Read More: http://is.gd/JkVF,love
Not babysitting tonight. I miss that kid.,love
dared to go back and look at that vid I made - I may take it down,love
@Lilayy YES.I loved Disney...and I still do haha.How karazzzy is that?But I've never been to Disney....blah!!,love
@arikhanson I think YOUR blog should've been on the list,love
"@ScotDale i dont, i'm not allowed to vote  perants complain about the cost so dont let me vote. but i love his act its just so different",love
@changedforgood Aww that sucks   It wasn't that long though but Dianne was SO cute as usual &lt;3 Hopeflly some1 mite put it on youtube :S,love
"@Sparkly_Devil1 Big Brother quiz?  What?!  I'm too busy rocking out on Guitar Hero, I didn't notice any such thing",love
"@hp5freak Awww, it does remind me of getting ready for the ball.",love
missing bham,love
Im really in the mood to go on a date,love
"Cupcakes, creme brulee, tiramisu~ I want some sugar",love
@showingmyassets no happy hour for me today,love
Zach G. gets an extensive profile in this weekend's NY Times Magazine. The chances of us falling in love are getting fewer and fewer.,love
@Coffee_Brown theres a holy version of hell? lol...i cant stop. i need for it to be a trending topic!  be nice (*whispering #redmango)lol,love
Annoyed  greg diddnt go through  i guess well done holly,love
im cleaning listening to fiona apple then off to a birthday party!!!!!! i cant believe that im 25 already,love
Heyy.thnxx.or.inviting.me.to.ur.party.rob.ill.be.down.there.on.june.24th.ill.miss.u.when.u.go.to.italy....   &lt;333333333 txt.me.hon!!!,love
@NicoleApparatus no you can't. no you can't.   i'm just kidding. that was mean. i love you.,love
Bout 2 Miss Mah Lakers Play 2day...  This Orange Box Is Fuckin Up The Rotation!.. Mah Real LA Fam.. Keep Me Posted!.. I LOVE HATERS 2!!,love
I wanna see that movie &quot;Keith&quot; with JMcCartney in it! It looks sooo good. But none of the video stores here carry it,love
@scaldara HAHAHA i only have the groundhog to play with,love
@princess4lyfe I hear you. I can't think of a layout either.  lol I've been trying for i dont know how long.,love
"@InLoveWithJonas Hey, I made us a house on the Sims! Oh and you have like a perfect balance and i'm always lacking stuff like fun etc!",love
Cause these stupid people dont have my phone and my tummy herts,love
http://twitpic.com/67kvt - my bestie leah  havent seen her in so long,love
really wants to go see AI tonight.,love
Farewell dinner with my kimmy. Last time i'll see her in a while,love
"@NiickJonas you are too, must be very nice city, you should have more girls to their feet!",love
@msapples1985 yummmm make sure u leave some 4 me im home cleaning up working mad hard,love
@ShaunCallahan wowzers! thanks! bang bang misses you on the dance floor,love
I really fancy a frappuccino from Starbucks right now,love
"@Jonasbrothers love much better, i want you call me",love
@MissBethAnn   I'm a Metsies fan also! Boo Hoo,love
@beautifulpaper Thanks for the warm welcome! We didn't make plans   because our arrival time was so up in the air.,love
sorry @RockinChick09 I Havent Ate Breakfast Yet So Ima Go Eat Over There lololol and my pc is dying  bbl love ya,love
A lovely couple of days with friends from Wolverhampton. At least the weather improved for their last day today. On call tomorrow,love
@kyoisorange oh right aww yeh well 5 is loads  love youuu  x,love
I wish I had someone to enjoy a drink with outside on this beautiful evening. @lilracedevil we need to live closer to each other!,love
i want my daddy,love
Awh i was having a great time outdoors today then i got rained out  what i shut down. Oh well tomorrow is another day.... hopefully!,love
"@ChuysGirl708 good, I'm glad you got there!! I had no 1 to come talk a walk with  LOL. Me, Becky &amp; Holcomb are the only 1s here again LOL",love
@davewarwak I`d love to have a copty of &quot;Peep Show...&quot; I have Eilleen`s but I do have to give it back  Please help me out I miss you on FB,love
@chicksnchickens and @momtv the Creative VADO's are out of stock at walmart.com (missed it)  but thanks for tweeting about it,love
@ann_aguirre Now I wish I was going,love
"@karenneves few hotels in UK have free wifi, they are mega expensive here and usually only hard wired.  Loved using hotel wifi in States!",love
@mandi_louise  bless ya... I know that feeling all too well!,love
watching the rain and reminiscing about the time when everytime it rained I was with the love of my life.,love
"@goodwin0904  hey, but you have gal pals here in Phoenix!!!",love
I Need a freaking adventure.,love
@MidgetheMutt voting for you Hope you are voting for me I am now a white blank with my name  mr Twitter and Funniset,love
@LoriBartolozzi Thanks...I really do appreciate that. I know it will be the hardest thing I have ever done,love
Greenville for the weekend for my best friends birthday and leaving way later than i wanted...,love
@aly_jo3 I want a hug,love
Gf will be home in a couple of minutes (yay!)  so I'm off  See you tomorrow morning tweeple! After that it's gonna be monday,love
@cdevroe lucky! I can't see it tonight....,love
thinks that Pipers molars are cutting thru  we had a nice lil nap me and the girl...now just another friday night at home w/ the lil ones,love
"@bust_magazine thats no dream for me, thats reality  CS4 is on my wishlist",love
@toddmeg14 one day my hugs will come    *fingers still crossed*,love
"Just potted some geraniums then talked to the grandkids, well Maddie - Jack was outside playing.  I sure miss 'em!!!",love
"@BillFanning Bill, likewise it was a pleasure- next time we should spend more time talking  #ims09",love
@liber8dsoul i knoww  she is da best!,love
@Laineymc The Priests were really good. Guess they wouldn't be welcome on Late Late at the moment,love
got some new ducati puma high tops yea they are sweet. and yes i dont have a ducati,love
"@BossTycoonLZ yea but that's an old pic,  she looks a lot different now...she turned into such a beautiful women   I miss her A LOT!",love
"My Boy is leaving for the Summer, Going to stay with the Grandparents.. I'm gonna miss him!!",love
Sitting here with my baby .. Libby has a fever 101.0  shes fussy,love
"@Kstricklen If I could, I'd send California sunshine your way.",love
@smiley92 thanks  we did reviews today and i feel like idk anything. anyways. how r u?,love
aahhg....i only have 1 orange slice left ! do i eat it now ? or later ? this is quite a pickle im in  *sxyhrlygrl*,love
Just had a lovely walk with my dog ( all on my own! )...In the dark  But it was a nice walk though HEHE x.,love
@NBkorey Spoofcards cost money  I need to make my 5 free minutes last! Thanks buddy,love
My besties. If only @ddlovato was there.  on Twitpic http://bit.ly/bRg6W (via @MileyCyrus),love
"@zanelowe I love wearing my hood too, even though in Portsmouth I usually get terrified looks from pensioners when i do",love
http://twitpic.com/67ot5 - the most amazing decoration of a store i've ever seen... &amp; it's almost been 2 years,love
@keithahundred yeah I kno...I'm tryna change it bac but its not lettin meeee,love
@DavidArchie hey when are you next in the UK?,love
@ddlovato http://twitpic.com/5h3ad - And Brazil??? WE LOVE YOU TOO!!,love
"@jennyowenyoungs i can't believe you're coming near me! but to a place that i can't get into.  i love you, Jenny!",love
@ZachyHxC54 haha it scared the shit out of me.,love
@ghxststories boys r nothing but trouble...i love trouble,love
Have a fantastic opening flower drummers!! From the ALL Asian cast and crew,love
@QuEeN_AnGeL84 Awww i hope you feel better love...this weather is crazy...,love
@LilMissOpinion I just noticed that  They are so ridiculous,love
"@mileycyrus http://twitpic.com/67hac - I dont like justin  but he means somthing to miley,so i respect that !!! Love you miley!!",love
my poor baby girl is poorly  x,love
After hearing susan boyle sing she came off as the most beautiful person i'd ever seen. i feel bad for my first impression though,love
@johnreppion awww  I'll let you off - but you'd better be there for my next 30th! XD,love
@DaniDROPDEAD13 oi  i love you,love
LOVE @myfabolouslife LOVE him.  http://bit.ly/chLaV   @ that tease of Your Baby @ the end... boooooo. still luv tho.,love
I love my puppy,love
I have two hours to wait for my tire to get repaired.,love
Last night in Chicago!  Making it one for the record books. Wrigley most likely? See you there?!,love
is up early to send someone off at the airport!  http://plurk.com/p/x2wsw,love
@mitchelmusso I want to talk with but the calls are so expensive  I LOVE YOU,love
@JosieChang I don't get it...,love
"@JessieeeS I agree! mmm so good, i miss eating it with you tho",love
really hopes her car's illness is not terminal...,love
i wish it was summer,love
"The Killers on Jonathan Ross completely epitomised why I love them with all my fangirl heart.  Seriously wow.  I miss Reading, &amp; Dublin",love
"Watching the Fashion Show (BravoTV). I didn't know this show existed! Ha-ha. Craving steak, pancakes and mashed potatoes. Ugghh.",love
im nervous :/ i want @mmilanezi to gimme a bear hug,love
"Headed home, dad duty tonight. Might take the kids to the course again. Although my boys took me for $11 last night in a chipping contest",love
@nattymsmith they have nice cakes  why can't I like them? Haha and you should! That's sooo gayy though,love
@mitchelmusso  i would so call you if i knew what to say &amp; if it wasn't long distance    but i do love you!,love
I seriously want a pug  Buy me one?,love
@thechrisjulian awww,love
@KhloeKardashian too bad we can catch it here in brazil  but good luck with your show! you're amazing!,love
@janetfraser so true   sad to say.  I'm glad you'll be with me to be my support group ;),love
@sonyasunshine  i love you!,love
just spent way too much money. . . On organic shampoo,love
"Watching NHL playoff Game1 tomorrow night if anyone is interested, and I know that none of you are.",love
Sick. With a flu like thing.,love
such a good day!! even though my so called friends did try to row away from me  but god i love em :p,love
@chully LOL too bad he's taken!!!!!!!,love
@allenrob23 ..people you love.... wait i am not there,love
@RaeBoz I do! But I have to go to a dang wedding in madison,love
@jaykpurdy LIKE DREW SAID &quot;GIVE TC A CHANCE&quot; WE WILL MISS THOMAS  BUT HAVE TO MOVE ON. SO WATCH THIS! http://bit.ly/r6RfC,love
@tpyle I know.     #hhrs,love
"@JRKNaughtyAngel You lucky girl! I also wanna see them (again LOL) I wish they'd come to europe again, but I doubt that",love
feeling better. drugs are awesome! sad waste of a 3 day weekend!,love
I wish Saturday Night Fever was on again! I couldn't stay up lastnite for the whole thing,love
95 degrees and a crappy a/c,love
@annamessias i miss yoooooooou my poia,love
@jordanknight PS- Missed your tweets today!!!  Guess I'm addicted too.,love
@momof3crazykids that's awesome. Can't believe they have the poster up Already! I haven't seen one over here yet,love
@Karetron I KNOW!!!! Its all stormy outside.. and my hair looks cute today..  hahah,love
@Rorzshach  *hugs*,love
"maybe someday. i lova ya, friends!! my computer sucks  listening to coldplay&lt;3 tomorrow meet my bbff",love
@depravedDyer @YarnHarlot Sending you both TONS of thankful love for Sock Summit. I can't believe the utter crap that some people spew.,love
Getting a pedicure. I love these. My massage did not include a leg/arm/foot massage today.,love
Is it wrong that I love John Travolta,love
I love to jazzercise with Mrs. Underwood. I wish she was my chaperone.,love
@newbouldm I love sausage too  #kitchenfire,love
Look what I got for lunch today!! A cheese empanada and tequeï¿½os Venezuelan style!!!! I miss this soooo much!  http://yfrog.com/14lyij,love
seeing the gf 5 days in a row for a few hours each day is amazing-just wish the location wasn't a hospital,love
@Jonasbrothers I like all the songs  I can't say just one guys! love ya,love
@EmilyKSalcedo Flew home from London to NI to catch up with the family and caption a show ... Everyone went to bed early and left me!!,love
Just loaned out a set of aerobars to team mate for tomorrow's Texas Cup race at Alkek. Bummed I won't be there.,love
@jeskamitch Hahah! That was the best! Thank god for Terry he was laughing so hard. I miss him   I remember racing trucks with him that ...,love
@punslingerr  i love jeopardy ...take that!,love
It baffles me how much Radio Shack isn't the same Radio Shack I grew up with,love
@PanicCrew still no michigan shows    where's the love??,love
"Ok, back to packing. Have been sitting in car charging phone as charger was left @ home as well",love
@iimJacko O dear! HE'S HERE! OMGOGMGO.. U didn't see that I was going to fuck u..?,love
"I love my brothers  I miss them, I see them tomorrow! They  are my rock.",love
"@dougiemcfly you're ALWAYS awesome, Dougie. have a great gig tonight, wish I were there again  Love you, thanks for yesterday!",love
"@lucylumcfly thhaanks!  , i wish too",love
@swtcupcake Not sure it didn't say it was 2 big. I jst saw the pics of u on ur last bday. You looked so pretty!! I miss you!!,love
Haven't used twitter in awhile. BGT!! DRAWING!! SUMMER!! FINALS,love
@trishaanyndhita but i love adriana,love
"@Goatzilla nooo, poor cat  he just wants a cuddle... or food, its hard to tell",love
"I am increasingly convinced that I am moderately lactose-intolerant - given my deep and abiding love of cheese, this totally sucks",love
@missryss HAHA I took the quiz on fb and missed the mcfly one,love
@Omarion5sho i like OGBERRY,love
hoping that one day i will be able to go on dates with my 26 year old boyfriend without his parents...,love
@Keiyaunna grrrrri want you to come  kiss justice for me !!!,love
My best friend is away at special olympics . She said she was gonna bring me .,love
Sweet booth at Newport... But all the people are outside  http://post.ly/hEb,love
all alone on a friday night,love
@brittaniethekid   But he's so adorable.,love
@extensis the app said i need 12.1.5 or later,love
@Owl311 thanks,love
"I love @mitchelmusso very much  I called him, but he was talking to other fans  I love you a lot Mitchel! I'll see u in El Cajon. June 7",love
where are the good music and lyrics?! it seems like humans have lost their ability to understand whats good and whats bad.,love
":o Wow only just found out new xbox is called xbox720 , how did i not no im a geek ...",love
"For some reason, Corona Light tastes so much better when I am with you than it does when I am alone.   http://twitpic.com/67wa0",love
i miss dooooooodddddiiiieeee,love
"Oh, are we pushing the #GQMF trend tonight? Awesome. (I am woefully behind on my ontd_startrek reading  )",love
@ Up in 3D with the boys. Grandpa had to go.  - http://bkite.com/07YeZ,love
good news: finally finished my #EASactive workout that has been paused for 6 hours. bad news: my resistance band is torn,love
Ugh work sucks. I could be with sher right now,love
@UKTeresa You've made me look at old pictures of my cats.  I want them to be kitties again,love
sittin on d bed about 2 fall asleep,love
Didn't get to go wakeboarding  but i'll be good cause i'm having a lush night!,love
@ESQUIRE8 OMG I am @ the hair salon. *tears*  I hope I get out of here soon. We watching the Real House wives of NYC in here.,love
@NanaSuzee i'm on my mobile so it won't let me  but i can't stop thinking about you ;)x,love
"Damn. I had 11 goldfish.  Oh well, that's my dinner. Anyways! Check out my blog yoooo http://weaselbee.blogspot.com/",love
"excited for Jackie's baby shower tomorrow, going to relax and enjoy the weekend! Monday better not come fast",love
"@honk4peace Yes, we do love and miss you @ChubbyGayMan Others have told me privately too",love
I bought two tops and a scarf yesterday...sister has successfully hijacked them this morning to wear to breakfast (after removing tags),love
it's sooo warm,love
i wanna move back to Pennsylvania,love
"I need a nap, but I won't be getting one",love
@mralphafreak seems like working.. rofl - sadly money is not growing on a tree,love
last few hours in singapore!!  i don't want to leave!!!!!,love
@lindyhot lol.. usually i always do.. not bn too well tho  how old r ur kids?,love
"@penny2dear right my fellow fluffy flasher! I must go to bed, sorry  I hope everything is working properly 2moro and we can chat! love u x",love
i want Anoop to wish me Happy Birthday,love
@isabelauribeee that's not good to hear!  i hope everything is fine..i will keep you &amp; your family in prayer! I LOVE YOU ISABELA URIBE,love
@fattireale75 cup cakes are sooo yummy - but would have 2 have coffee chaser- u know where that can lead,love
I suck dick,love
oh i hate the rain... and septa... and leaving my dog,love
"@CirqueLasVegas 2nd ticket has to be for the same show, though, right?  No good for a solo traveler to Vegas.",love
"@selenagomez aww, we will miss you.  At least you get to go home right?",love
Rachel Alexandra not in Belmont   but appearing in Vogue.  Best looking model they've had in years.,love
@kayteemick  Joe and I loveee you.,love
"Wow, its hot and miserable. People are probably killing themselves right about now...",love
Kristen i miss you,love
How did Day 26 go from a good budget video (imma put it on her) to such a low budget video (Stadium Music) The end may be near for them,love
"home=san diego, why did the san jose weather fallow me",love
@firebird06 ya I just NEVER play it...I'm basically only using my PS3 these days,love
@karyva  i want alexis bledel back on screen every thursday night,love
"I wish i had my iPod , i need some jonas . I miss their sexy voices  JB forever !",love
i miss my puppies...,love
@maryviolet I miss standing next to you...,love
@NikkiBenz I want to chat with you in Im some day.,love
"@LuluLuz  i love you,i love you,i love you -you're the most beautiful and sweet girl ever.",love
@shawncorson i know  i'm tweeting more now though don't you worry!! haha i wish i could fly to ohio! i saw beyonce on monday uhmygawddd!,love
@rouxified help!!,love
"@cheekyxoxo  I love you, though!",love
@JAYSFIT I SOOOOOOOOOOOOOOOOO NEED TO SEE U  IM ON SOME BS 4REAL DEADASS LMAO,love
@courtbolin i miss youuu and i wish i was dodging semis with you,love
I just wanna be happy,love
"@lacietee i wish i was going, cuz i miss you.",love
Trying to reorganize plans for tonight uggg  Hopefully it will still be lots 'o fun!,love
"wish i could be in via funchal  yesterday, @tommcfly, @Dannymcfly, @dougiemcfly, @mcflyharry were PERFECT, the best day in my life XX",love
"Didn't win a Lammy last night  but happy for Scott Sherman, who did. Walked my feet off at BEA today.",love
@slonecker ...thanks for the shout out...you might be right about the starving thing....     little lol,love
Scramming a little early. Nibs sounds pathetic.,love
Headache  hanging out with my puffy. I love him &lt;3,love
the beginning of Cater 2 U always gets to me,love
@srcasm  I need to come spend some time on your roof - I miss you &amp; @beyondreality    double date in a couple of weeks?,love
"Just put all the original art for my comics into an album.  Its really nice, except it shows how much I liked to cut corners to finish.",love
http://twitpic.com/6814w - So glad Sam is in a good mood,love
"@mygoodcents It isn't easy!  Be there for support, it is the best thing you can do is offer your love &amp; support! Lost both of mine early",love
@bxa2 dnt smile...im mad at u,love
